'id_car_option','name','id_parent','date_create','date_update','id_car_type'
'13808','The driver''s seat with 10 electric adjustment','1','1464492387','1518974971','1'
'13809','Passenger seat with 8 electric adjustments','1','1464492387','1518974971','1'
'13810','VGA display 8" for audio, climate control and reminders maintenance','11','1464492387','1518974971','1'
'13811','Dual-channel audio Hi-Fi Bose 2.0','17','1464492387','1518974971','1'
'13812','Mounted on the rear window antenna','17','1464492387','1518974971','1'
'13813','Surround sound function Driver audio stage','17','1464492387','1518974971','1'
'13814','Theft resistant design Super lock + a Full Thatcham','23','1464492387','1518975676','1'
'13815','Airbag sensors seat belts','26','1464492387','1518974971','1'
'13816','Airbags with sensor detection the passenger presence','26','1464492387','1518974971','1'
'13817','Chrome grille Infiniti','38','1464492388','1518974971','1'
'13818','Alloy wheels 22"','38','1464492388','1518974971','1'
'13819','All-season tire dimension 275/50 R22','38','1464492388','1518974971','1'
'13820','Splash guards body-color front/rear in the standard','38','1464492388','1518974971','1'
'13821','Optitronnye instruments with white-violet Fine vision illumination','43','1464492388','1518975676','1'
'13822','Door trim genuine leather/wood','46','1464492388','1518974971','1'
'13823','Aluminum handles opening the doors','46','1464492388','1518974971','1'
'13824','Mobile Central console with Cup holder','46','1464492388','1518974971','1'
'13825','Centre console compartment for PC','46','1464492388','1518974971','1'
'13826','A storage compartment for mobile phone','46','1464492388','1518974971','1'
'13827','Luggage storage compartment handles, CD','46','1464492388','1518975659','1'
'13828','A Bose Cabin Surround 5.1','17','1464492391','1518974971','1'
'13829','System monitors with dead pixels (BSI)','32','1464492391','1518974971','1'
'13958','Folding key','23','1464492460','1518974973','1'
'14588','Black finish fog lamp','38','1464493094','1518974992','1'
'15306','Rear wiper','1','1464494186','1518974995','1'
'15307','Front janitor','1','1464494186','1518974995','1'
'15308','Dual electrically folding exterior rear view mirrors','1','1464494186','1518974995','1'
'15309','Rear climate control','1','1464494186','1518974995','1'
'15310','Extended system memory that is synchronized with i-key','1','1464494186','1518974995','1'
'15311','4 zone automatic climate control with automatic air recirculation system and Plasma Cluster','11','1464494186','1518974995','1'
'15312','Heated seats 1st and 2nd rows','11','1464494186','1518974995','1'
'15313','Central display with trip computer on the dashboard in Russian','17','1464494186','1518974995','1'
'15314','Infotainment center Infiniti installed in the front seat headrests with two 7" color screens','17','1464494186','1518974995','1'
'15315','Infiniti controller with 8" VGA display','17','1464494186','1518974995','1'
'15316','Extra inflatable curtain to protect front and outer rear passengers in a side collision','26','1464494186','1518974995','1'
'15317','3-point seat belts with ELR/ALR 3 number','26','1464494187','1518974995','1'
'15318','Front and rear stabilizer','32','1464494187','1518974995','1'
'15319','Ventilation hatch in the roof of the car with automatic opener','38','1464494187','1518974995','1'
'15320','Tinted glass (rear side, lift the rear door of the body)','38','1464494187','1518974995','1'
'15321','Lamps in the side mirrors','43','1464494187','1518974995','1'
'15322','Lighting footwell','43','1464494187','1518974995','1'
'15323','Automatic lowering and lifting of glasses with lighting','43','1464494187','1518974995','1'
'15385','Sports steering wheel and seats with increased lateral support','1','1464494472','1518975009','1'
'15386','Leather driver seat with electric adjustment in 8 directions electric adjustment of the bolsters shoulders and hips','1','1464494472','1518975009','1'
'15387','Leather front passenger seat with electric adjustment in 8 directions','1','1464494472','1518975009','1'
'15388','Dual-channel audio Hi-Fi 08IT Bose 2.0 with AM/FM, RDS, MP3, WMA with 10 speakers power 301W','17','1464494473','1518975009','1'
'15389','Omni-directional antenna built into rear window','17','1464494473','1518975009','1'
'15390','Installed in top door openings additional inflatable curtain airbags','26','1464494473','1518975009','1'
'15391','Three-point front seatbelts with pre alarm function of tensioning, load limiters','26','1464494473','1518975680','1'
'15392','Rear wheel drive + limited slip differential with clutch viscosity (VLSD)','32','1464494473','1518975009','1'
'15393','Sport brakes with the Infinit logo','32','1464494473','1518975009','1'
'15394','7 speed automatic transmission with manual shift mode, sport mode DS and function Downshift Rev Matching','32','1464494473','1518975009','1'
'15395','Very delayed paintwork','38','1464494473','1518975680','1'
'15396','The rear sports spoiler integrated into the trunk lid','38','1464494473','1518975009','1'
'15397','19" alloy wheels, summer tires of the dimension 225/45R19 front and 245/40 R19 rear','38','1464494473','1518975009','1'
'15398','Inserts on the center console and instrument panel made of aluminium textured in the style of an exclusive Japanese handmade paper Wash','46','1464494473','1518975009','1'
'15399','4 local salon','46','1464494473','1518975009','1'
'15400','Analog quartz watch','46','1464494473','1518974996','1'
'15401','The Russian navigation system with DVD drive','17','1464494474','1518974996','1'
'15402','Electric adjustment of driver seat cushions in the shoulders and hips + manual adjust extendable cushion pillow','1','1464494475','1518974996','1'
'15403','Adjusting the driver''s seat with 8 degrees of freedom with electric adjustment and manual adjustable lumbar','1','1464494475','1518974996','1'
'15404','Manually adjustable front passenger seat with 8 degrees of freedom with electric adjustment and manual adjustment extendable cushion pillow','1','1464494475','1518974996','1'
'15405','Adaptive climate control Plasma Claster with micro filter and charcoal cabin filter','11','1464494475','1518975678','1'
'15406','Front seats with heating and ventilation (with a new button design)','11','1464494475','1518974996','1'
'15407','Navigation 08IT HDD+IPOD/USB + Bluetooth','17','1464494475','1518974996','1'
'15408','Dual-channel audio Hi-Fi 08IT Bose Open Air HDD AM/FM, RDS, USB/IPOD, 13 speakers, controls on the steering wheel','17','1464494475','1518974996','1'
'15409','Information about traffic RDS-TMC','17','1464494475','1518974996','1'
'15410','Color monitor with rear view camera','17','1464494475','1518974996','1'
'15411','Seat belts with automatic locking feature ELR/ALR','26','1464494476','1518974996','1'
'15412','Light warning indicator door ajar','32','1464494476','1518974996','1'
'15413','A unique front fascia and side sills','38','1464494476','1518974996','1'
'15414','Trim special red leather Monaco Red','46','1464494477','1518974996','1'
'15415','Trim a red Maple tree','46','1464494477','1518975660','1'
'15416','The interior is the special grey-blue skin','46','1464494478','1518974996','1'
'15417','Trim Silk Obi aluminum (Japanese silk)','46','1464494478','1518974996','1'
'15430','Spoiler','38','1464494484','1518974996','1'
'16386','The electric tailgate','1','1464495363','1518975035','1'
'16387','Navigation system DVD','17','1464495363','1518975035','1'
'16388','CD changer (6 disc)','17','1464495363','1518975035','1'
'16390','Electric seat driver and passenger','1','1464495365','1518975035','1'
'16391','The mounting rail of the roof rack','38','1464495365','1518975035','1'
'16392','Spare wheel - full size cast wheel','135','1464495365','1518975035','1'
'16434','Aerodynamic lining','38','1464495433','1518975023','1'
'16435','The lighting system of sector rotation','43','1464495433','1518975023','1'
'16436','Combo finish (cloth + leather)','46','1464495433','1518975023','1'
'16437','Audio control on steering wheel with illumination','17','1464495435','1518975023','1'
'16438','Combination seat trim (Alcantara+cloth)','46','1464495435','1518975023','1'
'16439','Manual adjustment of driver seat (6 ex.) and front passenger (4 eg.)','1','1464495438','1518975023','1'
'16440','The stabilization system (VSA) with anti blocking system','32','1464495438','1518975688','1'
'16441','Mirror aspherical','38','1464495439','1518975023','1'
'16442','Xenon lamp auto','43','1464495439','1518975453','1'
'16443','Forged wheels 15"','38','1464495440','1518975023','1'
'16444','Armrest for the driver','46','1464495441','1518975023','1'
'17201','Mesh grille Type-R','38','1464496275','1518975145','1'
'17523','Led headlamps','43','1464496568','1518975148','1'
'17932','Mechanical adjustment passenger seat height','1','1464496935','1518975149','1'
'17933','HDMI connector','17','1464496935','1518975149','1'
'17934','Combo finish (Alcantara+leather)','46','1464496936','1518975149','1'
'17935','Auto adjusting tilt mirrors when reversing','1','1464496936','1518975149','1'
'18521','The steering wheel is braided from genuine leather, adjustable in length and angle steering column','1','1464497544','1518975162','1'
'18522','The electric adjusting and folding side mirrors','1','1464497544','1518975162','1'
'18523','Soft-close-automatic closing of the trunk','1','1464497544','1518975316','1'
'18524','The front seats are temperature controlled through internal ventilation providing both heating and cooling','11','1464497544','1518975162','1'
'18525','Monitor outdoor temperature','17','1464497544','1518975162','1'
'18526','3 point seat belts with ELR/ALR (driver only ELR)','26','1464497544','1518975162','1'
'18527','3 point front seat belts with height adjustment, pretensioners and force limiters','26','1464497544','1518975162','1'
'18528','Cruise control mode limits maximum speed limiter','32','1464497545','1518975162','1'
'18529','Transmission 7 of at + DS sport mode automatic transmission','32','1464497545','1518975162','1'
'18530','New exterior design','38','1464497545','1518975162','1'
'18531','Alloy wheels 18", low profile summer tires of the dimension 245/50R18 V-class','38','1464497545','1518975162','1'
'18532','Xenon headlights, auto-adjust level of tilt, adaptive front lighting system (AFS)','43','1464497545','1518975453','1'
'18533','The new interior design','46','1464497545','1518975162','1'
'18534','Dual-zone climate control the new generation with automatic mode air recirculation system and a Forest A/C','11','1464497545','1518975162','1'
'18536','All-wheel drive system ATTESA E-TS (AWD)','32','1464497548','1518975162','1'
'18537','The audio system is top class Bose 5.1 AM/FM, RDS, harddisk 10 GB, MP3 and WMA with 16 speakers 391W','17','1464497549','1518975162','1'
'18538','Infotainment center Infiniti installed in the front seat headrests with two 7" color screens','1','1464497550','1518975162','1'
'18698','Ceiling black color','46','1464497594','1518975159','1'
'20469','Adjustable steering column on the flight','1','1464499623','1518975194','1'
'20470','Adjustable steering column height','1','1464499623','1518975194','1'
'20471','Lycanthropy the wheel','1','1464499623','1518975928','1'
'20472','Power adjustable lumbar support driver seat','1','1464499623','1518975314','1'
'20473','The standard navigation system','17','1464499624','1518975194','1'
'20474','Carbon grille','38','1464499624','1518975672','1'
'20475','Embroidered logos Vettel edition on backrest','38','1464499624','1518975186','1'
'20476','Rear under spoiler, carbon','38','1464499624','1518975186','1'
'20477','Aerodynamic body kit Assembly with carboxylic finishing','38','1464499624','1518975928','1'
'20478','Front spoiler carbon fiber','38','1464499624','1518975186','1'
'20479','Glass with a UV filter','38','1464499624','1518975186','1'
'20480','Rims 21" BBS','38','1464499624','1518975186','1'
'20481','Carbon fiber rear spoiler','38','1464499624','1518975186','1'
'20482','The rear fog lamp in the style of a formula 1 car','43','1464499624','1518975186','1'
'20483','Leather with purple Pro-stitching and Alcantara','46','1464499624','1518975672','1'
'20484','Mirrors in carbon finish','46','1464499624','1518975928','1'
'20485','Side sills carbon fiber','46','1464499624','1518975186','1'
'20486','Otdelka carbon fiber on the doors,front panel,automatic transmission and the glove box','46','1464499624','1518975549','1'
'20487','Purple Pro-stitching on steering wheel, automatic transmission lever, centre armrest and door handles','46','1464499625','1518975186','1'
'20488','Pockets for storing road maps on the backs of seats','46','1464499625','1518975186','1'
'20489','The seat cushions of the driver''s seat in the shoulder area and hips','1','1464499625','1518975314','1'
'20490','Adjustment of the front seats in 8 directions + manual adjust extendable cushion pillow','1','1464499625','1518975186','1'
'20491','Adaptive climate control Plasma Claster with microfiltration','11','1464499625','1518975549','1'
'20492','Ventilation of the front seats with a new design buttons','11','1464499625','1518975186','1'
'20493','Dual-channel audio Hi-Fi Bose Open Air0 8IT HDD','17','1464499625','1518975186','1'
'20494','Audio control on steering wheel + function Driver audio stage','17','1464499625','1518975186','1'
'20495','The pretensioner seat belts with automatic locking feature ELR/ALR','26','1464499625','1518975186','1'
'20496','Adjustment of the front seats in 8 directions + electric adjustment of the bolsters in the shoulder area and hips','1','1464499628','1518975186','1'
'20497','Seats with reinforced lateral support','46','1464499628','1518975186','1'
'20498','Automatically folding rear seats with buttons raise on the centre console','1','1464499630','1518975186','1'
'20499','Automatically folding rear seat control buttons lifting/lowering in the trunk','1','1464499630','1518975186','1'
'20500','The driver''s seat and front passenger adjustable in 8 directions adjustable in 8 directions electric','1','1464499630','1518975186','1'
'20501','Low profile summer tires of the dimension 225/55R18','38','1464499631','1518975187','1'
'20502','Xenon headlights with auto level tilt','43','1464499631','1518975453','1'
'20503','Front armrest with storage capacity of things','46','1464499631','1518975187','1'
'20504','Upholstered in leather driver''s seat (adjustable in 8 directions, power)','1','1464499633','1518975672','1'
'20505','Upholstered in genuine leather the front passenger seat (adjustable in 6 directions electric)','1','1464499633','1518975672','1'
'20506','Three-zone climate control with auto air recirculation','11','1464499633','1518975314','1'
'20507','Infiniti controller with 7" display for audio, climate control and reminders about maintenance','17','1464499633','1518975187','1'
'20508','Audio system AM/FM, RDS, built-in panel, hard disk 2GB, support MP3 and WMA with 6 speakers IPOD/USB, Bluetooth','17','1464499633','1518975187','1'
'20509','The Super lock + a full compliance with the requirements of Thatcham','23','1464499634','1518975187','1'
'20510','All-wheel drive system All-mode 4WD','32','1464499634','1518975187','1'
'20511','CVT Variator new generation Xtronic','32','1464499634','1518975549','1'
'20512','Illuminated aluminum scuff plates of the doors','38','1464499634','1518975187','1'
'20513','18” alloy wheels (235/65R18)','38','1464499634','1518975187','1'
'20514','Fuel tank capacity of 74 liters','135','1464499634','1518975672','1'
'20515','Advanced climate control with Plasma Cluster ionizer and purifier Clean Air Vehicle (CAV)','11','1464499636','1518975187','1'
'20516','A Bose 5.1 Surround Sound with 14 speakers power 372W','17','1464499636','1518975187','1'
'20517','System of the circular review (AVM + Parking sensors front and rear','32','1464499636','1518975187','1'
'20519','Dual-channel audio Hi-Fi 08IT Bose with 12 speakers with a power of 358W and a subwoofer and hard drive 10GB','17','1464499639','1518975187','1'
'22126','Fuel tank capacity of 90 l','135','1464502090','1518975213','1'
'22450','Sports exhaust system','38','1464502479','1518975221','1'
'23826','19" alloy wheels 245/45R19','38','1466476469','1518975250','1'
'23827','Diode repeaters of turns','43','1466476470','1518975250','1'
'23881','5-spoke 20" rims aluminum alloy, with tires 245/40 R20','38','1468750888','1518975261','1'
'23887','Protective cover rear bumper','26','1468756388','1518975261','1'
'23888','Rear view mirrors in body color','38','1468756390','1518975261','1'
'23889','Chrome grille Infiniti new design','38','1468756391','1518975261','1'
'23890','New front bumper','38','1468756391','1518975261','1'
'23891','Led headlights with auto level headlamp','43','1468756392','1518975453','1'
'23892','The adaptive headlights Smart Beam','43','1468756392','1518975261','1'
'23893','5 ceiling','43','1468756393','1518975261','1'
'24219','Adjust the driver''s seat in 10 directions, 10 in passenger areas','1','1469154367','1518975270','1'
'24220','Rear lights light emitting diode (LED) of new design','43','1469154370','1518975270','1'
'24221','Trim panels of Japanese ash','46','1469154371','1518975270','1'
'24231','Sports steering wheel','1','1469154413','1518975270','1'
'24232','System collision prevention, Forward Emergency Braking (FEB) and Predictive Forward Collision Warning System (PFCW)','32','1469154416','1518975270','1'
'24249','Power adjustable driver seat in 8 directions','1','1469154489','1518975316','1'
'24250','Power adjustable passenger seat 4-way','1','1469154490','1518975316','1'
'24251','Intelligent traction control system (ITM)','32','1469154491','1518975271','1'
'24252','Entertainment multimediasystem for second-row passengers','17','1469154496','1518975449','1'
'24253','Hi-Fi radio with DVD player','17','1469154496','1518975271','1'
'24393','Automatically folding rear seat control buttons lifting/lowering in the trunk and center console','1','1469155922','1518975264','1'
'24394','Dual-zone climate control with auto air recirculation system and Plasma Cluster','11','1469155923','1518975264','1'
'24395','Dual-channel audio Hi-Fi 08IT Bose with HDD AM/FM, RDS, 6CD changer in the centre console, MP3, WMA with 11 speakers','17','1469155923','1518975264','1'
'24396','New mirrors with integrated led repeaters bends','38','1469155925','1518975931','1'
'24397','Chrome grille of the new design','38','1469155926','1518975264','1'
'24398','New front and rear bumper','38','1469155926','1518975264','1'
'24399','Aluminium roof bars','38','1469155927','1518975931','1'
'24569','The System Era-GLONASS','26','1471850178','1518975276','1'
'25453','More severe control and grippy tires for a more comfortable ride and better handling','1','1477099254','1518975319','1'
'25454','Wiper intermittent, depending on the vehicle speed','1','1477099255','1518975319','1'
'25455','The antenna on the roof "shark fin"','17','1477099257','1518975453','1'
'25456','Intelligent help system at emergency braking (FEB)','32','1477099258','1518975319','1'
'25457','Improved dampers and springs for better handling','32','1477099259','1518975319','1'
'25458','The new design of the rear door','38','1477099260','1518975319','1'
'25459','Front and rear bumper new design','38','1477099261','1518975319','1'
'25460','New chrome elements for body design','38','1477099261','1518975319','1'
'25461','New design front and rear headlights with led contour lighting (LED)','38','1477099262','1518975453','1'
'25462','Glasses with improved sound insulation','38','1477099262','1518975319','1'
'25463','Front fog light diode (LED)','43','1477099263','1518975319','1'
'25464','The illuminated ceiling of the handles of the front doors','43','1477099263','1518975319','1'
'25465','Soft plastic top of the dashboard, new design seat, more comfortable key layout settings memory seats','46','1477099264','1518975319','1'
'25466','The new design of the lever CVT Xtronic','46','1477099264','1518975927','1'
'25467','Fuel tank capacity of 73 liters','135','1477099265','1518975319','1'
'25468','18” alloy wheels (235/65 R18) new design','38','1477099275','1518975319','1'
'25573','Multi-function steering wheel with mechanical adjustment','1','1477100230','1518975317','1'
'25574','Adjusting passenger seat in 4 directions','1','1477100230','1518975317','1'
'25575','Voice recognition','1','1477100231','1518975317','1'
'25576','Heated injectors','11','1477100231','1518975317','1'
'25577','Side rear view mirrors with heating and auto-dimming','11','1477100231','1518975317','1'
'25578','Two USB ports + Bluetooth','17','1477100232','1518975317','1'
'25579','Headrests mechanically adjustable in 4 positions','26','1477100232','1518975317','1'
'25580','The speed limiter','26','1477100233','1518975317','1'
'25581','Eco switch-Sport mode transmission','32','1477100233','1518975317','1'
'25582','Robotized transmission 7G-DCT dual clutch','32','1477100234','1518975317','1'
'25584','Mesh for fixing things in the trunk','38','1477100234','1518975317','1'
'25585','Illumination of the trunk space','43','1477100236','1518975317','1'
'25586','The backlight is white in the area of the pedals','43','1477100236','1518975317','1'
'25587','Upholstered in leather driver seat (with adjustable in 8 directions and adjustable lumbar support) and the passenger','46','1477100236','1518975317','1'
'25588','Asymmetrical front armrest','46','1477100237','1518975317','1'
'25589','Dual sockets for 12V on the consoles front and rear','46','1477100237','1518975319','1'
'25590','Mesh storage on the console on the passenger side','46','1477100237','1518975319','1'
'25591','Holders for bottles in the doors front and back','46','1477100237','1518975319','1'
'25592','The system is fuel-saving Start / Stop','135','1477100238','1518975319','1'
'25678','The memory system of adjustments of the driver seat position, steering column and side mirrors','1','1477101437','1518975329','1'
'25679','Hatch for transporting skis','1','1477101438','1518975329','1'
'25680','System of the circular review AVM + system Parking assistance','32','1477101441','1518975329','1'
'25681','Side mirrors silver color','38','1477101442','1518975329','1'
'25682','Chrome trim in the trunk','38','1477101442','1518975329','1'
'25683','Chrome scuff plates and pedals','38','1477101443','1518975329','1'
'25684','The glossy black wheel arch extensions, side and grille','38','1477101443','1518975329','1'
'25685','Alloy wheels with red inserts','38','1477101443','1518975328','1'
'25686','Led interior lighting','43','1477101445','1518975328','1'
'25687','Seat trim white Nappa leather with red stitching','46','1477101446','1518975928','1'
'25688','Trim panels of natural wood + leather panels on the dashboard','46','1477101446','1518975331','1'
'25689','The roof is trimmed with Alcantara (Dinamica)','46','1477101446','1518975331','1'
'25690','Drawer for storing small items built into the front seat','46','1477101448','1518975331','1'
'25749','7 inch VGA monitor','17','1477102392','1518975320','1'
'25750','Alloy wheels with special coating','38','1477102396','1518975679','1'
'25751','Seat trim brown Nappa leather with black stitching','46','1477102399','1518975928','1'
'25752','Trim, armrests and panel inserts Alcantara brown with black stitching','46','1477102399','1518975927','1'
'25840','The interior roof panels and ceiling black color','46','1479619307','1518975345','1'
'25843','System improved air bag Infiniti (AABS) with gauges seat belts and recognition of the presence of the passenger','26','1479625570','1518975345','1'
'26093','The button of the electric drive of a trunk on the inner side of the rear door','1','1479686865','1518975334','1'
'26094','Dual-channel audio Hi-Fi 08IT Bose 2.0 with AM/FM, RDS, hard disk drive, 2 GB, MP3, WMA','17','1479686867','1518975334','1'
'26095','System airbag','26','1479686873','1518975334','1'
'26096','Sports rear diffuser and rear fog light','38','1479686875','1518975333','1'
'26097','Dimensions led','43','1479686876','1518975333','1'
'26098','Automatically activated headlights daytime running light','43','1479686876','1518975333','1'
'26099','Black interior trim roof','46','1479686876','1518975333','1'
'26100','The purple stitching of the interior (Vettel style)','46','1479686877','1518975333','1'
'26101','The Russian navigation system 08IT from the HDD to 40 GB','17','1479686880','1518975333','1'
'26102','Audio system AM/FM, RDS, built-in panel, hard disk 2GB, support MP3 and WMA with 7 speakers IPOD/USB, Bluetooth','17','1479686890','1518975333','1'
'26363','Fog lamps (halogen)','43','1479689746','1518975344','1'
'26765','Overlays on side mirrors (2 PCs)','38','1482212005','1518975361','1'
'26834','The airbag (10 PCs)','26','1482223115','1518975361','1'
'26861','20" alloy wheels with summer tires 235/55R20','38','1482229483','1518975361','1'
'26986','Dynamic digital suspension Infiniti (Dynamic Digital Suspension - DDS)','32','1482240612','1518975366','1'
'26987','Controller switch INFINITI Drive Mode Selector with special Sport mode+','32','1482240613','1518975366','1'
'27348','Adaptive electronic steering system of the new generation of DAS 2.0','1','1482249874','1518975376','1'
'27349','Memory settings driver seat, steering column and exterior rear view mirrors, navigation and audio system','1','1482249876','1518975376','1'
'27350','The front armrest with the capacity to store your belongings and an electrical outlet voltage of 12 V','46','1482249882','1518975376','1'
'27351','Catalytic Converter exhaust Euro 5','135','1482249882','1518975376','1'
'27364','Two USB ports + Bluetooth','17','1482250975','1518975378','1'
'27365','Trim black patent leather inserts','46','1482250988','1518975929','1'
'27366','Fold-down center armrest with storage capacity of things','46','1482250991','1518975379','1'
'27370','Upholstered in genuine leather the front passenger seat (adjustable in 4 directions)','1','1482251063','1518975929','1'
'27371','Increased ground clearance by 30 mm, increased arches and front/rear track by 5mm','32','1482251069','1518975379','1'
'27372','Black wheel arch extensions, rocker moldings, plastic scratch-resistant','38','1482251073','1518975379','1'
'27373','Off-road kit (high anti corrosive protection)','38','1482251074','1518975933','1'
'27374','Unique 18" alloy wheels-235/50 R18 with special design','38','1482251074','1518975933','1'
'27375','Roof rails satin chrome','38','1482251076','1518975379','1'
'27376','Trim panels of natural wood','46','1482251080','1518975379','1'
'27620','Tires 215/60 R17','38','1485129906','1518975383','1'
'28167','Button switch ignition','1','1487991456','1518975448','1'
'28168','The driver seat adjustment in 8 directions electric adjustable lumbar support and side support','1','1487991458','1518975448','1'
'28169','System memory settings driver seat position, steering column and exterior mirrors that are synchronized with the I-key','1','1487991459','1518975448','1'
'28170','Front passenger seat adjustment in 8 directions electric','1','1487991460','1518975448','1'
'28171','Dual-channel audio Hi-Fi Bose Performance series c, AM/FM, RDS/CD hard disk drive in the front panel and the controls on the steering wheel','17','1487991461','1518975448','1'
'28172','IPOD, dual USB ports + Bluetooth','17','1487991462','1518975448','1'
'28173','European alarm with immobilizer','23','1487991463','1518975448','1'
'28174','The telematics system + Glonass','26','1487991465','1518975448','1'
'28175','Front doors with the function of fixing the intermediate position','38','1487991467','1518975448','1'
'28176','Integrated into the led mirror repeaters bends (LED)','43','1487991471','1518975448','1'
'28177','System Welcome Lighting','43','1487991472','1518975448','1'
'28178','Led lighting "Ambient lightning" compartment in the door area, footwell, driver and passenger, Cup holders','43','1487991473','1518975692','1'
'28179','Interior trim panels of carbon fiber with purple accents','46','1487991475','1518975448','1'
'28180','Upholstered in leather, sport seats driver and front passenger','46','1487991475','1518975448','1'
'28181','Front seats feature easy access for rear seat passengers','46','1487991476','1518975448','1'
'28182','Fully foldable rear seats','46','1487991477','1518975449','1'
'28312','Audio control and automatic climate control for rear passengers','17','1492752864','1518975567','1'
'29611','The electrically adjustable driver seat 8-way','1','1498144809','1518975584','1'
'29612','Electric adjustable passenger seat in 4 directions','1','1498144810','1518975584','1'
'29613','Mirror link, Carplay, Android Auto','17','1498144812','1518975584','1'
'29614','USB connector iPOD support (4 PCs)','17','1498144812','1518975585','1'
'29615','Multifunctional LCD display on the instrument panel','17','1498144813','1518975585','1'
'29616','System monitoring driver fatigue','32','1498144816','1518975585','1'
'29617','Assistance system for maneuvering (AHA)','32','1498144817','1518975585','1'
'29618','Restraint system brakes when you stop','32','1498144817','1518975585','1'
'29619','Fog lights (led)','43','1498144820','1518975585','1'
'29686','HDD navigation system with traffic monitoring','17','1498146574','1518975582','1'
'29687','HDMI connector (2 PCs)','17','1498146575','1518975582','1'
'29764','Upholstered driver seat (with manual adjustment 6-way) and front passenger (4 directions)','1','1500706606','1518975599','1'
'29765','Locks power door','23','1500706610','1518975599','1'
'29766','Decorative chrome grille and door handles','38','1500706616','1518975599','1'
'29767','17" rims with hubcaps','38','1500706619','1518975600','1'
'29768','Diode, contour lighting and daytime running lights (LED)','43','1500706619','1518975929','1'
'29769','Asymmetrical front armrest','46','1500706624','1518975610','1'
'29770','The kit in the trunk (for discs 17 and 18 size)','135','1500706630','1518975610','1'
'29824','18" alloy wheels-235/50 R18','38','1500738296','1518975600','1'
'29905','The electrically adjustable driver seat in 8 directions and front passenger in 6','1','1500749881','1518975612','1'
'29906','The seat belt pretensioners and force limiters','26','1500749891','1518975612','1'
'29907','Finishing of armrests and panels panels of faux leather Leatherette','46','1500749900','1518975612','1'
'29957','Interactive navigation of new generation In Touch + information about traffic RDS TMC','17','1500750190','1518975613','1'
'29958','Adaptive front lighting system (AFS)+cornering headlamps SmartBeam','43','1500750204','1518975613','1'
'30018','External rearview mirrors with electric adjustment and memory system parameters position','1','1500750627','1518975614','1'
'30019','Adjusting driver seat in 8 directions and adjustable lumbar support; front passenger 4-way','1','1500750628','1518975614','1'
'30020','Increased ground clearance +30mm, enlarged arches , front/rear track +5mm','32','1500750640','1518975614','1'
'30021','Protective cover in the trunk of black plastic','38','1500750641','1518975614','1'
'30022','The kit in the trunk','135','1500750659','1518975614','1'
'30037','Roof trimmed in black suede','46','1500752932','1518975615','1'
'30070','18" alloy wheels-235/50 R18 with special coating','38','1500754688','1518975930','1'
'30092','Sports interior (seats, steering wheel, pedals and footrests)','1','1500757217','1518975615','1'
'30093','Sports suspension (-17mm) with special settings','32','1500757232','1518975615','1'
'30094','Sporty look (bumper, grille, tailpipes, side skirts in body color)','38','1500757234','1518975615','1'
'30095','19" alloy wheels 235/45 R19 Run Flat','38','1500757236','1518975615','1'
'30096','The roof is trimmed with black fabric','46','1500757243','1518975615','1'
'30097','Sport seats with Alcantara trim','46','1500757246','1518975615','1'
'30253','Airbags (8 PCs)','26','1503452121','1518975624','1'
'30254','Power window (4 PCs)','1','1503452134','1518975624','1'
'31511','USB connector (4 PCs.)','17','1511388456','1518975629','1'
'32277','Power steering with a variable gear ratio depending on speed','1','1519377153','0','1'
'32278','Manual adjust steering columns','1','1519377154','0','1'
'32279','Sports steering wheel with braided genuine leather and color finish brushed chrome','1','1519377156','0','1'
'32280','Non-contact door opening','1','1519377158','0','1'
'32281','Dual-zone adaptive climate control','11','1519377160','0','1'
'32282','Trip computer with TFT display 5”','17','1519377161','0','1'
'32283','Interactive navigation of new generation INFINITI InTouch','17','1519377162','0','1'
'32284','Connect USB/iPod and AUX IN RCA','17','1519377163','0','1'
'32285','Dual touch display (LCD VGA 8” and LCD VGA 7”)','17','1519377164','0','1'
'32286','Audio transmission via Bluetooth','17','1519377166','0','1'
'32287','The vehicle security system with immobilizer and alarm','23','1519377167','0','1'
'32288','Front airbags for driver and passenger','26','1519377169','0','1'
'32289','Reminder for the front and rear seat belts','26','1519377171','0','1'
'32290','18" alloy wheels new design 225/50RF18 95W, tires RunFlat','32','1519377172','0','1'
'32291','Rear bumper with black diffuser','38','1519377173','0','1'
'32292','Painted in body color side mirrors with led turn signals','38','1519377175','0','1'
'32293','Grille with a bold pattern — 3D-waves','38','1519377176','0','1'
'32294','Dual exhaust pipes with chrome nozzle','38','1519377177','0','1'
'32295','Rear aperture for transporting skis','38','1519377179','0','1'
'32296','Led fog lights (front and rear)','43','1519377181','0','1'
'32297','Halogen headlamps and daytime running lights with automatic','43','1519377183','0','1'
'32298','Chrome fog lamp trim','43','1519377184','0','1'
'32299','Automatic headlights','43','1519377186','0','1'
'32300','Interior trim Kacchu aluminium','46','1519377187','0','1'
'32301','Trim door sills with aluminium','46','1519377189','0','1'
'32302','The gear lever with a leather finish and coatings Matt Chrome (brushed chrome) and Black Gloss (black gloss)','46','1519377190','0','1'
'32303','Rear centre armrest with drink holder','46','1519377191','0','1'
'32304','The output of the 12V outlets in the center console','46','1519377193','0','1'
'32305','Premium trim panel dashboard with dual stitching','46','1519377195','0','1'
